b1948573	302777157	THE 2-OXA-3,3-DITRIFLUOROMETHYL-5-NORBORNYL CATION AND THE CATALYZED REDUCTION OF NITRIC OXIDE BY CARBON MONOXIDE USING SOLUBLE RHODIUM COMPLEXES.
b1948811	302772426	DEGENERATION AND VIRTUE IN AMERICAN LITERATURE AND CULTURE, 1871-1915.
b1095728	302770487	THE PHOTOCHEMICALLY INITIATED OXIDATION OF 2-PROPANOL AND METHANOL BY AQUEOUS POTASSIUM PEROXODISULFATE.
b1948432	302770377	PREPARATION AND CHARACTERIZATION OF COPPER(1)GALLIUM(1-X)IRON(X)SULFIDE(2) AND RELATED CHALCOPYRITE SYSTEMS.
b1948793	302770066	THE ORIGIN AND MEANING OF THEI IN GREEK INSCRIPTION HEADINGS.
b1948494	302762435	CATION AND OXYGEN DIFFUSION IN ALBITE.
b1948635	302751011	MICROSTRUCTURAL STRENGTHENING: CRITERIA AND APPLICATION TO A BETA-TITANIUM ALLOY.
b1948583	302750671	SELECTIVE SPATIAL AND SPECTRAL ADAPTIVE PROCESSING OF THE ACOUSTIC FIELD.
b1948810	302749440	THE PARISH PRIEST AND FAMILY PLANNING: FOCUS ON THE UNITED STATES, 1969.
b1948736	302748722	PROTESTANTS, POVERTY AND URBAN GROWTH: A STUDY OF THE ORGANIZATION OF CHARITY IN BOSTON AND NEW YORK, 1820-1865.
b1948695	302745620	A SYSTEM FOR INTERCONNECTED PROCESSING.
b1948756	302743318	CONFRONTATION OF CULTURES: PERCEPTION AND COMMUNICATION IN THE NOVELS OF HENRY JAMES, UWE JOHNSON AND MICHEL BUTOR
b1948748	302743275	THE THEME OF BETRAYAL IN THE FICTION OF HENRY JAMES.
b1948819	302742919	SOME METAPHYSICAL QUESTIONS ABOUT PARTS AND WHOLES.
b1948636	302742869	LATE CENOZOIC PLANKTONIC FORAMINIFERAL BIOSTRATIGRAPHY AND PALEOCLIMATOLOGY OF THE NORTH ATLANTIC OCEAN: DSDP LEG 12.
b1948784	302736174	CHINESE CONCEPTS OF THE NATION, STATE, AND SOVEREIGNTY.
b1949213	302735764	TECHNICAL EDUCATION AND THE YOUNG REPUBLIC: WEST POINT AS AMERICA'S ECOLE POLYTECHNIQUE, 1802-1833.
b1948796	302735517	LONG-RUN PRODUCTION FUNCTION AND ENDOGENOUS TECHNICAL PROGRESS--A NEOCLASSICAL APPROACH.
b1948742	302735223	SAMUEL HOPKINS AND THE NEW DIVINITY MOVEMENT, 1740-1820: A STUDY IN THE TRANSFORMATION OF PURITAN THEOLOGY AND THE NEW ENGLAND SOCIAL ORDER.
b1948633	288096660	PULSED NUCLEAR QUADRUPOLE RESONANCE INSTRUMENTATION AND STUDY OF THE NITROGEN-14 SPECTRUM AND RELAXATION IN SODIUM-NITRITE.
b1949020	288082587	THE CH'ING GINSENG MONOPOLY.
b1948676	288082485	THE ARABIC TEXT OF BOOKS IV TO VII OF DIOPHANTUS' "ARITHMETICA" IN THE TRANSLATION OF QUSTA IBN LUQA EDITED, WITH TRANSLATION AND COMMENTARY
b1948846	288082388	ANTONIN ARTAUD: ECSTASY AND CULTURE.
b1948798	288070076	THE ENGLISH PROGRESSIVE: SEMANTICS AND HISTORY.
b1948482	288026734	PLASTIC FLOW AND FRACTURE BEHAVIOR OF DUCTILE MATERIALS INCORPORATING VOID NUCLEATION, GROWTH, AND INTERACTION.
b1948783	288025328	WANG CHING-WEI AND THE FALL OF THE CHINESE REPUBLIC, 1905-1935.
b1948745	288023967	HISTORICAL VISION AND PERSONAL WITNESS IN AMERICAN SLAVE LITERATURE.
b1100802	302837841	TOWARD AN IMAGE OF CREOLE SOCIETY IN NEW SPAIN: 1521-1610
b1949062	302837722	THE IMMOBILITY OF THE SELF IN THE ART OF EDOUARD MANET: A STUDY WITH SPECIAL EMPHASIS ON THE RELATIONSHIP OF HIS IMAGERY TO THAT OF GUSTAVE FLAUBERT AND STEPHANE MALLARME.
b1948932	302837602	MEMBERS OF THE ESSEX REBELLION OF 1601.
b1949118	302837549	THE PROTOAPENNINE CERAMIC TRADITION OF BUCCINO, THE EARLY BRONZE AGE VILLAGE OF TUFARIELLO
b1948929	302820082	DIALECTICS OF POLICE REFORM: A CASE STUDY OF PLANNED CHANGE IN THE NEW YORK CITY POLICE DEPARTMENT.
b1948864	302818159	PERCEPTUAL COMPONENTS OF THE WORD APPREHENSION EFFECT.
b1100896	302817640	SCRIBBLING WOMEN: ESSAYS ON LITERARY HISTORY AND POPULAR LITERATURE IN THE 1850'S
b1949169	302817514	MARAMATANGA: IDEOLOGY AND SOCIAL PROCESS AMONG THE MAORI OF NEW ZEALAND.
b1949086	302817500	THE VISCOSITY OF GASEOUS MIXTURES.
b1949156	302817389	SURREALIZM ROSYJSKI. (RUSSIAN TEXT)
b1100975	302817312	SOME ASPECTS OF DIDEROT'S HUMANISM: NECESSITY, POSSIBILITY AND INCONSISTENCY (FRANCE)
b1949067	302817259	THE POLITICS OF CRIMINAL LAW REFORM IN PRE-REVOLUTIONARY FRANCE.
b1949172	302814011	BETWEEN CITY AND SUBURB: ARCHITECTURE AND PLANNING IN BOSTON'S SOUTH END
b1949108	302813478	MONOCULAR AND BINOCULAR BRIGHTNESS OF MONOCHROMATIC LIGHTS.
b1948910	302813259	FUNDAMENTAL SOLUTIONS FOR FLUID-SATURATED POROUS MEDIA AND APPLICATION TO LOCALISED RUPTURE PHENOMENA.
b1949164	302813162	A MATHEMATICAL MODEL OF BLOOD CHEMISTRY AND RESPIRATORY CONTROL.
b1949162	302813012	STAR-SHAPED REGIONS OF STABILITY IN HEREDITARY SYSTEMS.
b1949109	302812953	TIME DECAY OF TWO CONSERVATIVE EQUATIONS.
b1100924	302812866	THE SENSATION NOVEL: POPULAR MELODRAMA IN THE 1860'S
b1949113	302812809	A STUDY OF FLAME SUPPRESSION ON CYLINDRICAL FUEL RODS.
b1948920	302812764	CONSTRAINTS ON SENTENCE COMPLEXITY: A MODEL FOR SYNTACTIC PROCESSING.
b1948908	302807753	CHINESE LAW IN TRANSITION: THE LATE CH'ING LAW REFORM, 1901--1911.
b1099546	302801165	A PSYCHOLOGY OF FEAR: THE NIGHTMARE FORMULA OF EDGAR ALLAN POE.
b1949180	302801030	WALLACE STEVENS: A SINGER OF SOLITUDE.
b1949072	302800754	WHITE SETTLERS, BLACK REBELS: JAMAICA IN THE ERA OF THE FIRST MAROON WAR, 1655-1738.
b1948915	302800623	ROADS OF EXCESS: TOWARDS A POETICS OF VISIONARY WRITING: BLAKE, BURROUGHS, LAUTREAMONT, MICHAUX
b1948912	302790237	IN THE NAME OF GOD AND OF PROFIT: THE PILGRIMAGE INDUSTRY IN SOUTHERN FRANCE IN THE LATE MIDDLE AGES.
b1948890	302790124	THROUGH THE EYE OF THE NEEDLE: CHARITY AND CHARITABLE INSTITUTIONS IN MEDIEVAL GHENT, 1150-1400.
b1100231	302871562	THE EARLY WORKS OF MAKSIMILIAN VOLOSIN; AN ANALYSIS OF THE FIRST VOLUME, "STIXOTVORENIJA, 1900-1910."
b1100920	302869167	AMERICAN AUTOBIOGRAPHY: THE PROPHETIC MODE
b1098720	302869070	PETER HACKS' PLAYS: SOCIALIST COMEDY IN THE GERMAN DEMOCRATIC REPUBLIC.
b1095673	302867430	PAIN PSYCHOPHYSICS.
b1097673	302867276	A CRITICAL GUIDE TO THE LITERARY JOURNEY IN HENRY ADAMS'S "MONT-SAINT-MICHEL AND CHARTRES."
b1098688	302867061	PROCESS IN PREHISTORY: A STRUCTURAL ANALYSIS OF CHANGE IN AN ESKIMO CULTURE
b1095895	302864287	PRECISE MEASUREMENT OF THE THERMAL CONDUCTIVITY OF GASES BY TRANSIENT HOT-WIRE METHOD.
b1099551	302864148	FREEDOM AND DETERMINISM IN KANT'S "CRITIQUE OF PRACTICAL REASON."
b1099464	302862391	THE KENNING AND THE KEND HEITI: A CONTRASTIVE STUDY OF PERIPHRASIS IN TWO GERMANIC POETIC TRADITIONS.
b1097902	302861844	MELQUIADES, ALCHEMY AND POINT OF VIEW: THE QUEST FOR GOLD IN "CIEN ANOS DE SOLEDAD."
b1095740	302859719	PROCESSES COMPETING WITH GEMINATE RECOMBINATION OF RADICALS PRODUCED FROM AN UNSYMMETRICAL DIACYLPEROXIDE.
b1101126	302859609	AMERICAN POLICY TOWARD CHINA AND KOREA, 1947-1950
b1099456	302859551	ILLNESS, HIERARCHY AND FOOD SYMBOLISM IN HINDU NEPAL.
b1098689	302859402	DIMENSIONS OF MIGRANT ADJUSTMENT IN SEOUL, KOREA.
b1098712	302858789	QUEVEDO AND THE GROTESQUE.
b1099809	302854196	TRADE UNIONISM IN AN AFRICAN STATE: THE RAILWAY AND PORTS WORKERS' UNION OF TUC (GHANA).
b1095803	302853879	LOCALIZATION OF DEFORMATION, BRITTLE ROCK FAILURE, AND A MODEL FOR THE INCEPTION OF EARTH FAULTING.
b1100982	302853832	THE EMERGENCE OF RADICAL POLITICS IN THE ENGLISH REVOLUTION. (VOLUMES I AND II)
b1097916	302853675	THE LINGUISTIC RELATEDNESS OF BLACK ENGLISH AND ANTIGUAN CREOLE: EVIDENCE FROM THE EIGHTEENTH AND NINETEENTH CENTURIES.
b1099549	302833712	THE PENNSYLVANIA ACADEMY OF THE FINE ARTS AND THE DEVELOPMENT OF AN ACADEMIC CURRICULUM IN THE NINETEENTH CENTURY.
b1097671	302824754	SUPERVENIENCE: A STUDY IN THE THEORY OF VALUE.
b1096631	287983701	THE FRACTURE TOUGHNESS OF TUNGSTEN-CARBIDE - COBALT ALLOYS AS A FUNCTION OF MICROSTRUCTURAL PARAMETERS.
b1095793	287941985	THE HARDNESS AND DEFORMATION OF TUNGSTEN-CARBIDE - COBALT ALLOYS.
b1097715	287940893	A THEORETICAL ANALYSIS OF GENERAL REVENUE SHARING EFFECTS ON SUBORDINATE GOVERNMENT PUBLIC EXPENDITURES.
b1106179	302924021	THE COST OF BEING MEXICAN AMERICAN AND BLACK IN TEXAS, 1960-1970.
b1106186	302909822	WALT WHITMAN, HART CRANE, AND DENISE LEVERTOV: POET/PROPHETS IN THE TRADITION OF RALPH WALDO EMERSON.
b1106112	302909808	THE POET'S BIBLE: BIBLICAL ELEMENTS IN THE POETRY OF EMILY DICKINSON, STEPHEN CRANE, EDWIN ARLINGTON ROBINSON, AND ROBERT FROST.
b1104504	302909524	COLONIAL DEVELOPMENT IN PANDORINA MORUM (CHLOROPHYTA, VOLVOCACEAE).
b1113481	302907850	THE ACQUISITIVE IMPULSE: PLANTATION SOCIETY, FACTIONS, AND THE ORIGINS OF THE BARBADIAN CIVIL WAR (1627-1652)
b1106374	302907572	A CRITICAL ANALYSIS OF THE POETRY OF MELVIN B. TOLSON.
b1106127	302903033	THE ARCHITECTURE AND LANDSCAPES OF CHARLES A. PLATT (1861-1933).
b1106238	302901508	QUOTATION AS AN ELEMENT OF THE POETICS OF "THE BROTHERS KARAMAZOV." (RUSSIAN TEXT)
b1105798	302900750	SOURCES OF VARIATION IN THE CLASS CONSCIOUSNESS OF THE BRITISH WORKING CLASS
b1106170	302900565	MERCHANTS AND CAPITALISTS: INDUSTRIALIZATION AND PROVINCIAL POLITICS AT REIMS AND ST. ETIENNE UNDER THE SECOND REPUBLIC AND SECOND EMPIRE.
b1104122	302884930	GENUS FIELDS AND CLASS GROUPS OF NUMBER FIELDS.
b1106124	302884790	THE CATALYSIS OF METALLOPORPHYRIN DEMETALLATION BY THE HERBICIDE PARAQUATAND OTHER ELECTRON ACCEPTORS.
b1105049	302883620	PORTUGUESE - AMERICAN FEASTING: TRADITION AND CHANGE IN NEW BEDFORD, MASSACHUSETTS.
b1106317	302883486	WASSILY KANDINSKY AND PAUL KLEE IN MUNICH AND AT THE BAUHAUS: A COMPARATIVE STUDY OF THEIR WORKS AND THEORIES.
b1106087	302883340	ANALYTICAL DESIGN OF COMPENSATORS AND COMPUTATIONAL GEOMETRY.
b1106184	302882786	BIBLICAL TYPOLOGY AND THE POETRY OF ROBERT BROWNING.
b1106174	302882494	TEMPORAL RELATIONS AND THE CONCEPT OF THE PRESENT.
b1106131	302882351	CAPE VERDEAN - AMERICANS: THEIR CULTURAL AND HISTORICAL BACKGROUND.
b1116512	302909232	NUCLEOPHILIC ADDITION TO QUINOIDS. PRELIMINARY STUDIES: MICHAEL ADDITION OF CARBON NUCLEOPHILES TO ACTIVATED QUINONES. PART 1: CONVERGENT APPROACHES TO INDOLOQUINONE; ADDITIONS TO QUINONE MONOIMIDES. PART 2: MICHAEL ADDITION OF CARBON NUCLEOPHILES TO QUINONE MONOACETALS
b1117272	302908597	VERGIL AND HIS SOURCES: "GEORGICS" 1.311-464
b1117324	302908037	COTTON TEXTILE TECHNOLOGY IN AMERICA: THREE CENTURIES OF EVOLUTIONARY CHANGE
b1117063	302907834	THE "REMONSTRANCE" OF FENG KUEI-FEN: A CONFUCIAN SEARCH FOR CHANGE IN 19TH-CENTURY CHINA
b1116881	302907651	EARLY 18TH CENTURY FRENCH-INDIAN CULTURE CONTACT IN THE YAZOO BLUFFS REGION OF THE LOWER MISSISSIPPI VALLEY
b1117026	302907436	VERGIL'S "GEORGICS": THE TRAGEDY OF "LABOR"
b1116525	302907173	RATES OF CONVERGENCE FOR STOCHASTIC APPROXIMATIONS
b1145043	302906960	THE SOCIAL AND POLITICAL ORGANIZATION OF THE GENIZAROS OF PLAZA DE NUESTRA SENORA DE LOS DOLORES DE BELEN, NEW MEXICO 1740-1812
b1116520	302906769	THE PREPARATION AND REACTIVITY OF SOME ALPHA-SUBSTITUTED PROTECTED QUINOLS AND QUINOLS
b1119365	302906761	L'ECRITURE ARTISTE: TECHNIQUES PICTURALES ET IMPRESSIONNISTES DANS L'OEUVRE DES GONCOURT (FRENCH TEXT)
b1117035	302906705	HORACE, "SERMONES," BOOK I: A STUDY
b1117348	302905562	STRUCTURAL PLURALISM
b1116730	302903089	THE TATE-SHAFAREVICH GROUP OF AN ELLIPTIC CURVE
b1117028	302902875	EXPLORING PATHWAYS IN THE ETHER: THE FORMATIVE YEARS OF RADIO IN AMERICA, 1896-1912
b1058333	302902753	LE MENTEUR, A SEQUEL: "THE LIAR'S PROGRESS." A TRANSLATION WITH COMMENTARY OF "LA SUITE DU MENTEUR" OF PIERRE CORNEILLE
b1058327	302901180	THE IMAGE OF THE SELF: AUTOBIOGRAPHICAL SPACE IN THE WORKS OF MADAME ROLAND
b1119680	302901013	PETER PAUL RUBENS AND THE BARBERINI, CA. 1625-1640
b1117150	302900769	FAMILY AND FARM IN COUNTY CAVAN (IRELAND)
b1117339	302900475	PATTERNS OF THE HERO AND THE QUEST: EPIC, ROMANCE, FANTASY.
b1117282	302900235	SYNTACTIC REFLECTION OF SEMANTIC CATEGORIZATION IN THE ENGLISH VERBAL SYSTEM
b1067133	303002868	SYSTEM ARCHITECTURE FOR HIGH-PERFORMANCE VECTOR GRAPHICS
b1067535	303002542	ONE-PARAMETER FAMILIES OF SURFACES WITH CONSTANT CURVATURE IN LORENTZ 3-SPACE
b1067118	303002315	AN ANALYSIS OF LOCALIZED NECKING IN BIAXIALLY STRETCHED SHEETS
b1059547	303002204	THE VILLA DORIA IN FASSOLO, GENOA
b1057169	303002164	CHRISTIAN COMPASSION AND CORPORATE BENEFICENCE: THE INSTITUTIONALIZATION OF CHARITY IN NEW ENGLAND, 1720-1810
b1067684	303002055	FOLKLORE, FORMA Y DIALOGO: UN ESTUDIO DEL "VIAJE DE TURQUIA". (SPANISH TEXT)
b1067452	303001917	A PRISM PLOT ANALYSIS OF THE REACTION POSITIVE PION PROTON --&amp;gt; PROTON POSITIVE PION NEUTRAL PION AT 4.1 GEV/C
b1067837	303001743	PART I: THE REACTIVITY OF 6-METHYL-20-OXO-5-PREGNEN-3BETA-YL ACETATE TOWARDS POTASSIUM-PERMANGANATE IN PYRIDINE-WATER. PART II: THE HIGH FIELD (270 MHZ) PROTON MAGNETIC RESONANCE STUDY OF EIGHT STEREO- AND REGIOISOMERIC STEROIDS
b1065696	303001457	WEBS, ABELIAN EQUATIONS, AND CHARACTERISTIC CLASSES
b1067439	303001185	A TRANSLATION OF "AMOUR," THE FIRST BOOK OF THE TRILOGY NOVEL "AMOUR, COLERE ET FOLIE" BY MARIE VIEUX CHAUVET WITH A CRITICAL INTRODUCTION "HAITI: FROM A WOMAN'S POINT OF VIEW"
b1067524	303000907	EXTRA ALLITERATION AS A STYLISTIC DEVICE IN "BEOWULF"
b1060170	303000851	THE LANGUAGE OF POWER AND SUBMISSION IN VERGIL'S "AENEID"
b1065826	303000291	REACTIVITY OF SOME TRIALKYL ARSENATES: ALCOHOL EXCHANGE AND HYDROLYSIS
b1251614	303000187	VARIABILITY AND CHANGE IN THREE KARNATAKA KRITI-S: A STUDY OF SOUTH INDIAN CLASSICAL MUSIC
b1060497	302999836	THE BEGINNINGS OF THE INDUSTRIAL REVOLUTION IN AMERICA: PAWTUCKET, RHODE ISLAND, 1672 - 1829
b1063261	302999687	LIBERAL POLITICAL OPPOSITION IN KUOMINTANG AND COMMUNIST CHINA: LO LUNG-CHI IN CHINESE POLITICS, 1928-1958
b1067712	302999638	A PHONETIC STUDY OF A VOICING CONTRAST IN POLISH
b1063267	302995050	REVOLUTION AND FOREIGN RELATIONS IN THE THOUGHT OF MAO ZEDONG
b1067696	302994863	DECEPTIVE REVELATION: THE PARABLE IN AGNON, KAFKA, BORGES
b1152006	302993153	PAUL PHILIPPE CRET: RATIONALISM AND IMAGERY IN AMERICAN ARCHITECTURE
b1059068	302993054	CONFLICT WITHIN COMMUNITY ACTION PROGRAMS: A COMPARISON OF THE EFFECTS OF COMMUNITY ORGANIZATION VS. MAXIMUM FEASIBLE PARTICIPATION
b1067165	302992889	THE VISCOSITY OF AQUEOUS SOLUTIONS
b1067115	302992815	CREEP OF 304 STAINLESS STEEL UNDER VARIABLE STRESSES OF COMBINED TENSION AND TORSION
b1065833	302992768	QUANTITATIVE CIDNP METHODS AND THEIR APPLICATION TO THE STUDY OF ELECTRON TRANSFER IN THE DECOMPOSITION OF DIACYL PEROXIDES
b1148696	302992467	THE RELIGIOUS PAINTINGS OF EUGENE DELACROIX
b1067836	302992428	A STUDY OF THE BREAKDOWN OF STATICALLY GENERATED INTERNAL GRAVITY WAVES IN A STRATIFIED SHEAR FLOW WITH A MEAN VELOCITY
b1058853	302992382	OR WHAT ELSE YOU PLEASE TO CALL IT: FOLK SEMANTIC DOMAINS IN EARLY VIRGINIA PROBATE INVENTORIES
b1067571	302992243	INFRARED AND X-RAY PHOTOELECTRON STUDIES OF TRANSITION METAL IONS AND CLUSTERS SUPPORTED BY PERFLUOROSULFONIC ACID POLYMERS (NAFIONS) AND THEIR REACTIONS WITH SMALL GASEOUS MOLECULES
b1059612	302991957	FROEBEL IN AMERICA: A SOCIAL AND INTELLECTUAL HISTORY OF THE KINDERGARTEN MOVEMENT, 1848-1918
b1053671	302991925	WORKING CLASS HOUSING AND PUBLIC HEALTH IN PARIS, 1850-1902
b1067136	302991405	LIGHT ADAPTATION AND LATERAL INHIBITION IN THE VERTEBRATE RETINA
b1067519	302991177	A MAGNETOTELLURIC INVESTIGATION OF THE DEEP ELECTRICAL STRUCTURE OF THE RIO GRANDE RIFT AND ADJACENT TECTONIC PROVINCES
b1059067	302991061	WIELAND'S CRIME: A SOURCE AND ANALOGUE STUDY OF THE FOREMOST NOVEL OF THE FATHER OF AMERICAN LITERATURE
b1067584	302990867	THE PARADOX OF LANGUAGE AND THE FORM OF CONTEMPORARY FICTION
b1059615	302958132	EARLY VERNACULAR ARCHITECTURE IN SOUTHEASTERN VIRGINIA
b1067185	302958078	DRAMATIC FUNCTIONS OF FRIENDSHIP IN SHAKESPEARE
b1067717	302957561	THE DISEMBODIED VOICE: CHANGING CHARACTERIZATIONS OF ANTISOCIAL ARTIST AND ARTIFICE IN THACKERAY, WILDE, HUXLEY, AND WAUGH
b1067072	302956898	THE ARCHETYPE IN THE DRAWING ROOM: FAIRY TALE STRUCTURES IN THE NOVELS OF JANE AUSTEN
b1067444	302956318	FROM ALCOTT TO "ABEL'S ISLAND": THE IMAGE OF THE ARTIST IN AMERICAN CHILDREN'S LITERATURE
b1139701	303122642	MIGRANT ADJUSTMENT IN TEHRAN, IRAN
b1138797	303122503	SEMICONDUCTOR-INSULATOR - SEMICONDUCTOR SOLAR CELLS: EXPERIMENTAL VERIFICATION OF HIGH EFFICIENCY AND DIFFUSION MODE OPERATION
b1138785	303122315	STUDIES OF METAL-METAL BONDED AND LIGAND BRIDGED IVB METAL-TRANSITION METAL COMPLEXES
b1139995	303122115	THE POLITICAL ECONOMY OF INDUSTRIAL RHODE ISLAND, 1790-1860
b1139695	303121978	THE ARCHAEOLOGY OF DANIELS VILLAGE: AN EXPERIMENT IN SETTLEMENT ARCHAEOLOGY
b1139975	303111877	A CRITICAL EDITION OF "KING LEIR"
b1138788	303111476	FROM GELATION TO GAS-LIQUID TRANSITION AND SOME CONTRIBUTIONS TO BOSE-EINSTEIN CONDENSATION IN FINITE SYSTEMS
b1139955	303111132	DARK IDOLATRY OF SELF: NARCISSISM AND THE BILDUNGSROMAN FROM GOETHE THROUGH WOLFE
b1139932	303110922	POEMES ET THEATRE. (FRENCH TEXT)
b1139982	303109496	SOCIAL SECURITY, FERTILITY, AND SAVING
b1139711	303105949	DETERMINANTS AND CONSEQUENCES OF URBAN TO RURAL RETURN MIGRATION IN KOREA
b1139270	303105887	THE UPPER LIMIT TO THE THEORETICAL EFFICIENCY OF P-N HOMOJUNCTION AND INTERFACIAL LAYER HETEROJUNCTION SOLAR CELLS
b1139692	303105261	MILITARY DOCUMENTS AND ARCHAEOLOGICAL SITES: METHODOLOGICAL CONTRIBUTIONS TO HISTORICAL ARCHAEOLOGY
b1139700	303105204	ANOTHER TONGUE BROUGHT IN:  AN ETHNOHISTORICAL STUDY OF NATIVE WRITINGS IN MASSACHUSETT
b1139949	303105117	THE RECONCILIATION AGREEMENT OF 403/402 B.C. IN ATHENS: ITS CONTENT AND APPLICATION
b1139687	303104488	LANDSCAPE, COMMUNITIES, AND "THE COMMUNITY AT PALMERS RIVER": SETTLING A RIVER SYSTEM, 1665-1737, REHOBOTH, MASSACHUSETTS
b1139963	303104351	JAKUB DEML'S PROXIMITY TO THE CZECH AVANT-GARDE
b1138792	303098563	A STUDY OF TRANSITION METALS IN IONOMER SITES REACTIONS WITH SMALL GASEOUS MOLECULES
b1139722	303098439	THE CONCEPT OF BLAME
b1139925	303090424	WORKING RADICALS: THE EARLY POLITICAL CAREERS OF WILLIAM SEWARD, THADDEUS STEVENS, HENRY WILSON, CHARLES SUMNER, SALMON P. CHASE AND HANNIBAL HAMLIN
b1139945	303006969	GARDENS AND GODS: JACOPO GALLI, MICHELANGELO'S "BACCHUS," AND THEIR ART HISTORICAL SETTINGS
b1139707	303006891	FRANCISCO DE LA TORRE: POESIA Y ESTILO. (SPANISH TEXT)
b1139991	303006772	AN ACOUSTIC PHONETIC STUDY ON TONES IN MANDARIN CHINESE
b1139946	303006060	AN EXAMINATION OF MARRIAGE IN SIX NOVELS BY JANE AUSTEN AND HENRY JAMES
b1139262	303005988	FRICTION LAWS AND INSTABILITIES: A QUASISTATIC ANALYSIS OF SOME DRY FRICTIONAL BEHAVIOR
b1139993	303005942	FROM RECYCLED WASTES TO COMMERCIAL FERTILIZERS: THE EVOLUTION OF A TECHNOLOGICAL SYSTEM IN THE EASTERN UNITED STATES, 1800-1880
b1139719	303005925	A JEWISH TRANSLATOR IN KIEVAN RUS': A CRITICAL EDITION AND STUDY OF THE EARLIEST REDACTION OF THE SLAVIC "LIFE OF MOSES"
b1139718	303004447	THE REPRESENTATION OF AFROAMERICAN WOMEN IN THE HOLLYWOOD FEATURE FILM, 1915-1949
b1138826	303004287	HYDROGEN EFFECTS IN THE FRACTURE OF SPHEROIDIZED PLAIN CARBON STEELS AND A HIGH STRENGTH 4140 STEEL
b1139992	303004129	SONG AS STRUCTURE AND SYMBOL IN FOUR POEMS OF JOHN MILTON
b1139951	303003994	PHONOLOGICAL AND LEXICAL PROCESSES IN A GENERATIVE GRAMMAR OF PORTUGUESE
b1150612	303225760	THE ORMOND-ORRERY CONFLICT, 1640-1680: A STUDY IN MID SEVENTEENTH-CENTURY IRISH SOCIETY AND POLITICS
b1150771	303225685	NATIONALISM AND DEVELOPMENT IN SOUTHERN AFRICA: THE CASE OF LESOTHO
b1151645	303224857	A STUDY OF HIGH EFFICIENCY THIN THERMOPHOTOVOLTAIC SOLAR CELLS
b1150773	303224810	NUCLEAR MAGNETIC RESONANCE STUDIES OF BINARY AND TERNARY OXIDE GLASS SYSTEMS USING BORON-11 AND SILICON-29 (NMR)
b1150914	303224633	RENAL AMMONIAGENESIS AND ACID-BASE REGULATION IN FISHES
b1150511	303224506	JEAN-GUILLAUME MOITTE: THE SCULPTURE AND GRAPHIC ART 1785-1799 (FRANCE)
b1151086	303224390	THE LORD IS NOT DEAD:  CULTURAL AND SOCIAL CHANGE AMONG THE IRISH IN WORCESTER, MASSACHUSETTS
b1150949	303224222	THE ONSET OF STRUCTURED DISCOURSE: A DEVELOPMENTAL STUDY OF THE ACQUISITION OF LANGUAGE
b1150679	303220429	PARADISE LOST AND "THE PRELUDE": TOWARD A MORE COMPREHENSIVE MODEL OF POETIC INFLUENCE
b4087046	303220308	A NEUROBIOLOGICAL APPROACH TO MACHINE INTELLIGENCE
b1151227	303220165	CHEAP AMUSEMENTS: GENDER RELATIONS AND THE USE OF LEISURE TIME IN NEW YORK CITY, 1880 TO 1920
b1150599	303219980	MORPHOLOGICAL THEORY AND NUMERAL INCORPORATION IN AMERICAN SIGN LANGUAGE
b1151656	303213355	INTERPRETING THE DANGEROUS TRADES; WORKERS' HEALTH IN AMERICA AND THE CAREER OF ALICE HAMILTON, 1910-1935
b1151005	303213263	THE CHINESE WORK-STUDY MOVEMENT: THE SOCIAL AND POLITICAL EXPERIENCE OF CHINESE STUDENTS AND STUDENT-WORKERS IN FRANCE, 1913-1925
b1151643	303213188	PRIOR MONETARY EXPECTATIONS AND OUTPUT DETERMINATION--A STUDY OF THE JAPANESE ECONOMY
b1150518	303213149	ANNA AXMATOVA: "POEM WITHOUT A HERO". (RUSSIAN TEXT)
b1150948	303213110	THEORETICAL IMPLICATIONS OF ANALOGICAL CHANGE: EVIDENCE FROM GERMANIC LANGUAGES
b1150804	303213003	THE TOMBS OF THE HESSIAN LANDGRAVES IN THE CHURCH OF ST. ELIZABETH AT MARBURG (GERMANY)
b1151090	303212862	DESERT PLACES: THE MEANING OF SWAMP, JUNGLE AND MARSH IMAGES IN NINETEENTH CENTURY AMERICA
b1150465	303192076	INFLUENCES OF ANCIENT ROMAN WALL-PAINTING ON LATE THIRTEENTH-CENTURY ITALIAN PAINTING: A NEW INTERPRETATION OF THE UPPER CHURCH OF S. FRANCESCO IN ASSISI
b1151636	303191968	ORISON SWETT MARDEN, THE AMERICAN SAMUEL SMILES
b1150898	303191899	CONTRIBUTIONS TO THE STUDY OF GREEK DEFIXIONES
b1150947	303191600	A LONGITUDINAL STUDY OF MOTHERS' SPEECH CHARACTERISTICS
b1151215	303184840	SYNTHETIC STUDIES OF IV-B ORGANOMETALLICS; DINUCLEAR AND POLYMERIC SYSTEMS
b1151538	303066915	AN EXPERIMENTAL STUDY OF HOMOGENEOUS NUCLEATION IN THE EXPANSION CLOUD CHAMBER
b1151651	303066626	SPECTROSCOPIC INVESTIGATIONS OF STRUCTURES AND IONIC INTERACTIONS IN BORATE AND SILICATE GLASSES
b1151012	303066487	A PRESSURE-SHEAR EXPERIMENT FOR STUDYING THE DYNAMIC PLASTIC RESPONSE OF METALS AT SHEAR STRAIN RATES OF 100,000 1/SEC
b1151019	303064419	MARRIAGE PATTERNS IN THAILAND: RURAL-URBAN DIFFERENTIALS
